Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account_or_bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,Other_debtors_or_guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,Foreign_worker,Status
no_checking_account,24,existing_credits_paid_back_duly_till_now,business,4591,bigger_than_1000_DM,bigger_than_1_smaller_than_4_years,2,male_and_single,none,3,building_society_savings_agreement_or_life_insurance,54,none,own,3,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,2
smaller_than_0_DM,11,critical_account_or_other_credits_existing,new_car,3905,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,male_and_single,none,2,real_estate,36,none,rent,2,skilled_employee_or_official,2,none,yes,1
smaller_than_0_DM,12,no_credits_taken_or_all_credits_paid_back_duly,repairs,1108,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,4,male_and_single,none,3,real_estate,28,none,own,2,skilled_employee_or_official,1,none,yes,2
smaller_than_0_DM,24,existing_credits_paid_back_duly_till_now,new_car,3123,smaller_than_100_DM,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,1,building_society_savings_agreement_or_life_insurance,27,none,own,1,skilled_employee_or_official,1,none,yes,2
no_checking_account,4,critical_account_or_other_credits_existing,radio_or_television,1503,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,2,male_and_single,none,1,real_estate,42,none,own,2,unskilled_or_resident,2,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,36,critical_account_or_other_credits_existing,radio_or_television,2337,smaller_than_100_DM,bigger_than_7_years,4,male_and_single,none,4,real_estate,36,none,own,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,12,critical_account_or_other_credits_existing,radio_or_television,797,unknown_or_no_savings_account,bigger_than_7_years,4,female_divorced_or_separated_or_married,none,3,building_society_savings_agreement_or_life_insurance,33,bank,own,1,unskilled_or_resident,2,none,yes,2
bigger_than_0_DM_but_smaller_than_200_DM,36,critical_account_or_other_credits_existing,new_car,2820,smaller_than_100_DM,smaller_than_1_year,4,male_divorced_or_separated,none,4,car_or_other,27,none,own,2,skilled_employee_or_official,1,none,yes,2
smaller_than_0_DM,6,existing_credits_paid_back_duly_till_now,new_car,1203,bigger_than_100_smaller_than_500_DM,bigger_than_7_years,3,male_and_single,none,2,building_society_savings_agreement_or_life_insurance,43,none,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,21,existing_credits_paid_back_duly_till_now,radio_or_television,3160,unknown_or_no_savings_account,bigger_than_7_years,4,male_and_single,none,3,building_society_savings_agreement_or_life_insurance,41,none,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,24,existing_credits_paid_back_duly_till_now,furniture_or_equipment,2996,unknown_or_no_savings_account,bigger_than_1_smaller_than_4_years,2,male_and_married_or_widowed,none,4,car_or_other,20,none,own,1,skilled_employee_or_official,1,none,yes,2
smaller_than_0_DM,24,critical_account_or_other_credits_existing,radio_or_television,1231,bigger_than_1000_DM,bigger_than_7_years,4,female_divorced_or_separated_or_married,none,4,building_society_savings_agreement_or_life_insurance,57,none,rent,2,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,30,all_credits_at_this_bank_paid_back_duly,used_car,7485,unknown_or_no_savings_account,unemployed,4,female_divorced_or_separated_or_married,none,1,real_estate,53,bank,own,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,2
no_checking_account,36,existing_credits_paid_back_duly_till_now,business,7409,unknown_or_no_savings_account,bigger_than_7_years,3,male_and_single,none,2,building_society_savings_agreement_or_life_insurance,37,none,own,2,skilled_employee_or_official,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,36,existing_credits_paid_back_duly_till_now,new_car,14318,smaller_than_100_DM,bigger_than_7_years,4,male_and_single,none,2,unknown_or_no_property,57,none,for_free,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,2
no_checking_account,27,delay_in_paying_off_in_the_past,business,5117,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,3,male_and_single,none,4,car_or_other,26,none,own,2,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,60,delay_in_paying_off_in_the_past,business,6836,smaller_than_100_DM,bigger_than_7_years,3,male_and_single,none,4,unknown_or_no_property,63,none,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,2
bigger_than_0_DM_but_smaller_than_200_DM,42,critical_account_or_other_credits_existing,business,5954,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,2,female_divorced_or_separated_or_married,none,1,real_estate,41,bank,own,2,unskilled_or_resident,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,24,critical_account_or_other_credits_existing,business,1935,smaller_than_100_DM,bigger_than_7_years,4,male_divorced_or_separated,none,4,real_estate,31,none,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,2
no_checking_account,24,existing_credits_paid_back_duly_till_now,new_car,7393,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,1,male_and_single,none,4,building_society_savings_agreement_or_life_insurance,43,none,own,1,unskilled_or_resident,2,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,18,critical_account_or_other_credits_existing,new_car,1056,smaller_than_100_DM,bigger_than_7_years,3,male_and_single,guarantor,3,real_estate,30,bank,own,2,skilled_employee_or_official,1,none,yes,2
smaller_than_0_DM,12,all_credits_at_this_bank_paid_back_duly,new_car,697,smaller_than_100_DM,smaller_than_1_year,4,male_and_single,none,2,car_or_other,46,bank,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,2
bigger_than_0_DM_but_smaller_than_200_DM,11,critical_account_or_other_credits_existing,new_car,1322,bigger_than_1000_DM,bigger_than_1_smaller_than_4_years,4,female_divorced_or_separated_or_married,none,4,car_or_other,40,none,own,2,skilled_employee_or_official,1,none,yes,1
no_checking_account,18,critical_account_or_other_credits_existing,radio_or_television,629,bigger_than_500_smaller_than_1000_DM,bigger_than_7_years,4,male_and_single,none,3,building_society_savings_agreement_or_life_insurance,32,bank,own,2,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,18,existing_credits_paid_back_duly_till_now,radio_or_television,1126,unknown_or_no_savings_account,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,2,real_estate,21,none,rent,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,15,critical_account_or_other_credits_existing,business,2326,bigger_than_500_smaller_than_1000_DM,bigger_than_1_smaller_than_4_years,2,male_and_single,none,4,car_or_other,27,bank,own,1,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,18,existing_credits_paid_back_duly_till_now,radio_or_television,2389,smaller_than_100_DM,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,1,car_or_other,27,stores,own,1,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,24,existing_credits_paid_back_duly_till_now,furniture_or_equipment,4169,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,4,building_society_savings_agreement_or_life_insurance,28,none,own,1,skilled_employee_or_official,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,60,delay_in_paying_off_in_the_past,radio_or_television,7418,unknown_or_no_savings_account,bigger_than_1_smaller_than_4_years,1,male_and_single,none,1,real_estate,27,none,own,1,unskilled_or_resident,1,none,yes,1
bigger_than_200_DM_OR_salary_assignments_for_at_least_1_year,4,existing_credits_paid_back_duly_till_now,new_car,1494,unknown_or_no_savings_account,smaller_than_1_year,1,male_and_single,none,2,real_estate,29,none,own,1,unskilled_or_resident,2,none,no,1
bigger_than_200_DM_OR_salary_assignments_for_at_least_1_year,24,critical_account_or_other_credits_existing,new_car,1344,unknown_or_no_savings_account,bigger_than_4_smaller_than_7_years,4,male_and_single,none,2,real_estate,37,bank,own,2,unskilled_or_resident,2,none,yes,2
no_checking_account,12,existing_credits_paid_back_duly_till_now,radio_or_television,804,smaller_than_100_DM,bigger_than_7_years,4,male_and_single,none,4,car_or_other,38,none,own,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,24,critical_account_or_other_credits_existing,new_car,2022,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,female_divorced_or_separated_or_married,none,4,car_or_other,37,none,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,12,existing_credits_paid_back_duly_till_now,radio_or_television,1498,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,female_divorced_or_separated_or_married,none,1,car_or_other,23,bank,own,1,skilled_employee_or_official,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,48,existing_credits_paid_back_duly_till_now,radio_or_television,3979,unknown_or_no_savings_account,bigger_than_4_smaller_than_7_years,4,male_and_single,none,1,car_or_other,41,none,own,2,skilled_employee_or_official,2,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,9,existing_credits_paid_back_duly_till_now,furniture_or_equipment,2136,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,3,male_and_single,none,2,real_estate,25,none,own,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,11,critical_account_or_other_credits_existing,new_car,1393,smaller_than_100_DM,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,4,car_or_other,35,none,own,2,management_or_self-employed_or_highly_qualified_employee_or_officer,1,none,yes,1
no_checking_account,60,critical_account_or_other_credits_existing,new_car,13756,unknown_or_no_savings_account,bigger_than_7_years,2,male_and_single,none,4,unknown_or_no_property,63,bank,for_free,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,36,existing_credits_paid_back_duly_till_now,repairs,2384,smaller_than_100_DM,smaller_than_1_year,4,male_and_single,none,1,unknown_or_no_property,33,none,rent,1,unskilled_or_resident,1,none,yes,2
no_checking_account,24,existing_credits_paid_back_duly_till_now,radio_or_television,3430,bigger_than_500_smaller_than_1000_DM,bigger_than_7_years,3,male_and_single,none,2,car_or_other,31,none,own,1,skilled_employee_or_official,2,"yes,_registered_under_the_customers_name",yes,1
bigger_than_200_DM_OR_salary_assignments_for_at_least_1_year,6,existing_credits_paid_back_duly_till_now,new_car,709,bigger_than_1000_DM,smaller_than_1_year,2,male_and_married_or_widowed,none,2,real_estate,27,none,own,1,unemployed_or_unskilled_or_non-resident,1,none,no,1
no_checking_account,36,critical_account_or_other_credits_existing,business,6304,unknown_or_no_savings_account,bigger_than_7_years,4,male_and_single,none,4,real_estate,36,none,own,2,skilled_employee_or_official,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,11,existing_credits_paid_back_duly_till_now,furniture_or_equipment,1577,bigger_than_1000_DM,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,1,real_estate,20,none,own,1,skilled_employee_or_official,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,60,existing_credits_paid_back_duly_till_now,education,6288,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,4,unknown_or_no_property,42,none,for_free,1,skilled_employee_or_official,1,none,yes,2
no_checking_account,21,critical_account_or_other_credits_existing,new_car,12680,unknown_or_no_savings_account,bigger_than_7_years,4,male_and_single,none,4,unknown_or_no_property,30,none,for_free,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,2
bigger_than_0_DM_but_smaller_than_200_DM,13,critical_account_or_other_credits_existing,radio_or_television,882,smaller_than_100_DM,smaller_than_1_year,4,male_and_single,guarantor,4,real_estate,23,none,own,2,skilled_employee_or_official,1,none,yes,1
no_checking_account,24,all_credits_at_this_bank_paid_back_duly,business,1559,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,4,male_and_single,none,4,car_or_other,50,bank,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,21,critical_account_or_other_credits_existing,used_car,3275,smaller_than_100_DM,bigger_than_7_years,1,male_and_single,none,4,car_or_other,36,none,own,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,6,no_credits_taken_or_all_credits_paid_back_duly,radio_or_television,426,smaller_than_100_DM,bigger_than_7_years,4,male_and_married_or_widowed,none,4,car_or_other,39,none,own,1,unskilled_or_resident,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,12,existing_credits_paid_back_duly_till_now,radio_or_television,1103,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,4,male_and_single,guarantor,3,real_estate,29,none,own,2,skilled_employee_or_official,1,none,no,1
bigger_than_0_DM_but_smaller_than_200_DM,12,existing_credits_paid_back_duly_till_now,radio_or_television,2930,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,2,female_divorced_or_separated_or_married,none,1,real_estate,27,none,own,1,skilled_employee_or_official,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,7,existing_credits_paid_back_duly_till_now,radio_or_television,2415,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,3,male_and_single,guarantor,2,real_estate,34,none,own,1,skilled_employee_or_official,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,18,existing_credits_paid_back_duly_till_now,business,1941,bigger_than_1000_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,2,building_society_savings_agreement_or_life_insurance,35,none,own,1,unskilled_or_resident,1,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,15,existing_credits_paid_back_duly_till_now,domestic_appliances,1275,unknown_or_no_savings_account,bigger_than_1_smaller_than_4_years,4,female_divorced_or_separated_or_married,none,2,car_or_other,24,none,rent,1,skilled_employee_or_official,1,none,yes,2
smaller_than_0_DM,42,existing_credits_paid_back_duly_till_now,furniture_or_equipment,7882,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,2,male_and_single,guarantor,4,building_society_savings_agreement_or_life_insurance,45,none,for_free,1,skilled_employee_or_official,2,none,yes,1
bigger_than_200_DM_OR_salary_assignments_for_at_least_1_year,12,all_credits_at_this_bank_paid_back_duly,radio_or_television,409,bigger_than_1000_DM,bigger_than_1_smaller_than_4_years,3,female_divorced_or_separated_or_married,none,3,real_estate,42,none,rent,2,skilled_employee_or_official,1,none,yes,1
no_checking_account,24,existing_credits_paid_back_duly_till_now,radio_or_television,1552,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,3,male_and_single,none,1,car_or_other,32,bank,own,1,skilled_employee_or_official,2,none,yes,1
smaller_than_0_DM,18,existing_credits_paid_back_duly_till_now,radio_or_television,1882,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,female_divorced_or_separated_or_married,none,4,car_or_other,25,bank,rent,2,skilled_employee_or_official,1,none,yes,2
smaller_than_0_DM,30,existing_credits_paid_back_duly_till_now,furniture_or_equipment,2406,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,4,female_divorced_or_separated_or_married,none,4,real_estate,23,none,rent,1,skilled_employee_or_official,1,none,yes,2
