Name_of_Agency,Type_of_Travel_Insurance_Agencies,Distribution_Channel_of_Travel_Insurance_Agencies,Name_of_the_Travel_Insurance_Products,Claim_Status,Duration_of_Travel,Destination_of_Travel,Amount_of_Sales_of_Travel_Insurance_Policies,Commission_Received_for_Travel_Insurance_Agency,Age_of_Insured
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,19,AUSTRALIA,79.2,47.52,29
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,7,MALAYSIA,19.8,11.88,44
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,49,CHINA,33.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,36,THAILAND,10.0,0.0,30
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,28,SINGAPORE,57.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,34,THAILAND,22.0,7.7,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,85,AUSTRALIA,99.0,59.4,44
EPX,Travel_Agency,Online,Cancellation_Plan,no,110,UNITED_STATES,-78.0,0.0,37
C2B,Airlines,Online,Annual_Silver_Plan,no,367,SINGAPORE,216.0,54.0,31
EPX,Travel_Agency,Online,Cancellation_Plan,no,2,INDONESIA,22.0,0.0,36
TST,Travel_Agency,Offline,Travel_Cruise_Protect,no,60,THAILAND,30.0,10.5,65
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,12,HONG_KONG,26.0,0.0,36
C2B,Airlines,Online,Bronze_Plan,no,16,SINGAPORE,27.0,6.75,31
C2B,Airlines,Online,Bronze_Plan,no,16,SINGAPORE,33.5,8.38,69
JZI,Airlines,Online,Basic_Plan,no,71,INDIA,50.0,17.5,40
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,26,CHINA,31.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,86,GERMANY,148.5,89.1,49
EPX,Travel_Agency,Online,Cancellation_Plan,no,3,INDONESIA,10.0,0.0,45
EPX,Travel_Agency,Online,Cancellation_Plan,no,140,INDONESIA,10.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,30,MALAYSIA,20.0,0.0,32
C2B,Airlines,Online,Bronze_Plan,no,46,SINGAPORE,101.0,25.25,24
JWT,Airlines,Online,Value_Plan,no,33,INDIA,31.0,12.4,99
C2B,Airlines,Online,Annual_Silver_Plan,no,365,SINGAPORE,193.2,48.3,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,74,AUSTRALIA,59.4,35.64,50
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,21,CHINA,73.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,33,THAILAND,11.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,25,"TAIWAN,_PROVINCE_OF_CHINA",10.0,0.0,48
C2B,Airlines,Online,Bronze_Plan,no,19,SINGAPORE,44.25,11.06,27
EPX,Travel_Agency,Online,Cancellation_Plan,no,8,INDIA,10.0,0.0,32
JZI,Airlines,Online,Basic_Plan,no,34,PHILIPPINES,37.0,12.95,51
EPX,Travel_Agency,Online,Cancellation_Plan,no,3,SINGAPORE,13.0,0.0,52
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,18,CHINA,20.0,0.0,36
C2B,Airlines,Online,Gold_Plan,yes,6,SINGAPORE,33.5,8.38,50
EPX,Travel_Agency,Online,Cancellation_Plan,no,87,SRI_LANKA,26.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,30,THAILAND,9.9,5.94,45
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,21,UNITED_KINGDOM,128.7,77.22,30
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,3,GERMANY,29.7,17.82,25
RAB,Airlines,Online,Value_Plan,no,2,BRUNEI_DARUSSALAM,15.0,6.0,48
C2B,Airlines,Online,Annual_Silver_Plan,no,370,SINGAPORE,252.85,63.21,32
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,25,SPAIN,49.5,29.7,41
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,8,AUSTRALIA,0.0,23.76,50
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,13,INDONESIA,20.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,58,HONG_KONG,19.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,69,CHINA,31.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,yes,28,SPAIN,-10.0,0.0,36
JWT,Airlines,Online,Value_Plan,no,8,INDIA,39.0,15.6,99
JZI,Airlines,Online,Basic_Plan,no,14,CHINA,26.0,9.1,45
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,8,MALAYSIA,20.0,0.0,36
C2B,Airlines,Online,Bronze_Plan,no,6,SINGAPORE,20.25,5.06,33
JZI,Airlines,Online,Basic_Plan,no,3,THAILAND,18.0,6.3,56
JWT,Airlines,Online,Value_Plan,no,99,INDIA,62.0,24.8,99
SSI,Airlines,Online,Ticket_Protector,no,18,SINGAPORE,0.77,0.22,48
EPX,Travel_Agency,Online,Cancellation_Plan,no,204,SINGAPORE,10.0,0.0,30
C2B,Airlines,Online,Bronze_Plan,yes,11,SINGAPORE,20.0,5.0,28
EPX,Travel_Agency,Online,Cancellation_Plan,no,6,SINGAPORE,13.0,0.0,35
C2B,Airlines,Online,Silver_Plan,no,15,SINGAPORE,22.2,5.55,28
EPX,Travel_Agency,Online,Cancellation_Plan,no,77,CHINA,16.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,15,CAMBODIA,25.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,7,SINGAPORE,10.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,39,CAMBODIA,20.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,11,HONG_KONG,28.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,5,CHINA,14.0,0.0,36
C2B,Airlines,Online,Silver_Plan,no,62,SINGAPORE,18.5,4.63,30
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,8,VIETNAM,21.0,0.0,58
EPX,Travel_Agency,Online,Cancellation_Plan,no,16,"KOREA,_REPUBLIC_OF",-26.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,2,THAILAND,9.9,5.94,35
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,5,PHILIPPINES,38.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,97,CHINA,42.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,14,MALAYSIA,10.0,0.0,20
RAB,Airlines,Online,Value_Plan,no,27,BRUNEI_DARUSSALAM,23.0,9.2,30
EPX,Travel_Agency,Online,Cancellation_Plan,no,39,INDONESIA,11.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,90,PHILIPPINES,10.0,0.0,36
SSI,Airlines,Online,Ticket_Protector,no,8,SINGAPORE,0.92,0.26,48
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,40,UNITED_STATES,112.0,0.0,26
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,12,SINGAPORE,20.0,0.0,60
SSI,Airlines,Online,Ticket_Protector,no,129,SINGAPORE,11.88,3.33,48
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,13,MALAYSIA,59.4,35.64,36
LWC,Travel_Agency,Online,Single_Trip_Travel_Protect_Gold,no,23,"KOREA,_REPUBLIC_OF",44.0,28.6,35
JZI,Airlines,Online,Basic_Plan,no,6,HONG_KONG,22.0,7.7,55
C2B,Airlines,Online,Silver_Plan,no,22,SINGAPORE,81.5,20.38,31
EPX,Travel_Agency,Online,Cancellation_Plan,no,26,THAILAND,16.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,46,MALAYSIA,18.0,6.3,53
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,17,SINGAPORE,118.8,71.28,44
JZI,Airlines,Online,Basic_Plan,no,70,CHINA,44.0,15.4,17
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,34,JAPAN,58.0,0.0,36
C2B,Airlines,Online,Bronze_Plan,no,10,SINGAPORE,23.5,5.88,37
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,48,PORTUGAL,59.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,76,AUSTRALIA,-79.2,47.52,49
EPX,Travel_Agency,Online,Cancellation_Plan,no,8,THAILAND,10.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,3,CHINA,22.0,7.7,52
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,46,PHILIPPINES,20.0,0.0,31
JWT,Airlines,Online,Value_Plan,no,52,INDIA,31.0,12.4,99
EPX,Travel_Agency,Online,Cancellation_Plan,no,81,UNITED_ARAB_EMIRATES,80.0,0.0,36
EPX,Travel_Agency,Offline,2_way_Comprehensive_Plan,no,151,CHINA,67.0,0.0,99
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,18,CHINA,61.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,24,HONG_KONG,18.0,0.0,36
C2B,Airlines,Online,Bronze_Plan,no,4,SINGAPORE,27.0,6.75,79
EPX,Travel_Agency,Online,Cancellation_Plan,no,16,CHINA,28.0,0.0,36
LWC,Travel_Agency,Online,Annual_Travel_Protect_Gold,no,366,UNITED_STATES,256.2,166.53,31
EPX,Travel_Agency,Online,Cancellation_Plan,no,9,SINGAPORE,10.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,41,THAILAND,17.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,109,AUSTRALIA,89.1,53.46,50
C2B,Airlines,Online,Bronze_Plan,no,32,SINGAPORE,124.0,31.0,31
EPX,Travel_Agency,Online,Cancellation_Plan,no,58,UNITED_STATES,0.0,0.0,30
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,77,JAPAN,29.7,17.82,59
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,8,"TAIWAN,_PROVINCE_OF_CHINA",21.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,30,HONG_KONG,26.0,9.1,48
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,5,INDONESIA,20.0,0.0,47
EPX,Travel_Agency,Online,Cancellation_Plan,no,7,INDONESIA,19.0,0.0,45
C2B,Airlines,Online,Bronze_Plan,no,41,SINGAPORE,53.5,13.38,31
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,11,CHINA,29.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,67,MYANMAR,14.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,32,PHILIPPINES,17.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,16,AUSTRALIA,29.7,17.82,59
EPX,Travel_Agency,Online,Cancellation_Plan,no,32,UNITED_STATES,80.0,0.0,29
EPX,Travel_Agency,Online,Cancellation_Plan,no,20,AUSTRALIA,45.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,8,VIETNAM,22.0,7.7,48
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,5,HONG_KONG,21.0,0.0,36
C2B,Airlines,Online,Silver_Plan,no,16,SINGAPORE,22.5,5.63,49
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,5,GREECE,39.6,23.76,31
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,9,MALAYSIA,20.0,0.0,53
JZI,Airlines,Online,Basic_Plan,no,32,INDONESIA,30.0,10.5,35
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,46,SINGAPORE,20.0,0.0,62
ART,Airlines,Online,24_Protect,no,1,PHILIPPINES,13.14,4.6,48
EPX,Travel_Agency,Online,Cancellation_Plan,no,11,AUSTRALIA,41.0,0.0,35
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,15,NEW_ZEALAND,57.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,14,THAILAND,29.7,17.82,46
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,16,UNITED_STATES,30.0,0.0,37
EPX,Travel_Agency,Online,Cancellation_Plan,no,29,HONG_KONG,31.0,0.0,28
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,7,MALAYSIA,29.7,17.82,58
JZI,Airlines,Online,Basic_Plan,no,27,MYANMAR,37.0,12.95,37
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,25,MALAYSIA,9.9,5.94,47
EPX,Travel_Agency,Online,Cancellation_Plan,no,16,HONG_KONG,14.0,0.0,74
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,27,MALAYSIA,79.2,47.52,26
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,5,VIETNAM,20.0,0.0,36
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,7,MALAYSIA,20.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,14,CHINA,40.0,14.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,18,MALAYSIA,0.0,17.82,29
EPX,Travel_Agency,Online,Cancellation_Plan,no,95,UNITED_STATES,76.0,0.0,60
EPX,Travel_Agency,Online,Cancellation_Plan,no,11,FRANCE,12.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,5,MYANMAR,10.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,15,CAMBODIA,20.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,16,MALAYSIA,18.0,6.3,35
EPX,Travel_Agency,Online,Cancellation_Plan,no,72,CHINA,29.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,34,PHILIPPINES,30.0,10.5,39
CSR,Travel_Agency,Offline,Comprehensive_Plan,no,54,MALAYSIA,29.0,9.57,80
EPX,Travel_Agency,Online,Cancellation_Plan,no,69,HONG_KONG,18.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,8,HONG_KONG,60.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,18,JAPAN,51.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,7,MALAYSIA,29.7,17.82,31
JZI,Airlines,Online,Basic_Plan,no,25,CHINA,40.0,14.0,48
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,25,"TAIWAN,_PROVINCE_OF_CHINA",51.0,0.0,35
EPX,Travel_Agency,Online,Cancellation_Plan,no,29,MALAYSIA,10.0,0.0,47
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,32,MYANMAR,24.0,0.0,35
C2B,Airlines,Online,Silver_Plan,no,12,SINGAPORE,24.05,6.01,38
JZI,Airlines,Online,Basic_Plan,no,53,CHINA,50.0,17.5,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,51,SRI_LANKA,33.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,36,THAILAND,13.0,0.0,61
TST,Travel_Agency,Offline,Travel_Cruise_Protect,no,74,MALAYSIA,30.0,10.5,71
EPX,Travel_Agency,Online,Cancellation_Plan,no,131,HONG_KONG,17.0,0.0,36
C2B,Airlines,Online,Gold_Plan,no,8,SINGAPORE,49.0,12.25,34
SSI,Airlines,Online,Ticket_Protector,no,166,SINGAPORE,11.24,3.15,48
CCR,Travel_Agency,Offline,Comprehensive_Plan,no,100,MALAYSIA,29.0,9.57,72
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,3,SINGAPORE,36.0,0.0,39
C2B,Airlines,Online,Silver_Plan,no,12,SINGAPORE,18.5,4.63,32
JZI,Airlines,Online,Value_Plan,no,46,UNITED_STATES,55.0,19.25,30
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,12,AUSTRALIA,49.5,29.7,55
EPX,Travel_Agency,Online,Cancellation_Plan,no,8,THAILAND,12.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,6,UNITED_ARAB_EMIRATES,29.7,17.82,37
JZI,Airlines,Online,Basic_Plan,no,45,VIETNAM,18.0,6.3,49
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,4,MALAYSIA,19.8,11.88,31
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,6,UNITED_ARAB_EMIRATES,49.5,29.7,31
C2B,Airlines,Online,Silver_Plan,no,23,SINGAPORE,33.5,8.38,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,43,ITALY,49.5,29.7,31
JZI,Airlines,Online,Basic_Plan,no,89,PHILIPPINES,37.0,12.95,40
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,49,IRELAND,95.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,44,CHINA,42.0,0.0,36
C2B,Airlines,Online,Bronze_Plan,no,198,SINGAPORE,26.5,6.63,37
JZI,Airlines,Online,Basic_Plan,no,19,THAILAND,30.0,10.5,45
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,27,THAILAND,-29.7,17.82,60
EPX,Travel_Agency,Online,Cancellation_Plan,no,1,VIETNAM,10.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,8,AUSTRALIA,39.6,23.76,44
C2B,Airlines,Online,Annual_Silver_Plan,no,372,SINGAPORE,216.0,54.0,88
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,42,CHINA,37.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,74,NORWAY,49.5,29.7,31
EPX,Travel_Agency,Online,Cancellation_Plan,no,126,ETHIOPIA,56.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,134,AUSTRALIA,59.4,35.64,36
C2B,Airlines,Online,Bronze_Plan,no,28,SINGAPORE,65.65,16.41,65
C2B,Airlines,Online,Bronze_Plan,yes,28,SINGAPORE,23.5,5.88,28
EPX,Travel_Agency,Online,Cancellation_Plan,no,51,MALAYSIA,24.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,34,"TAIWAN,_PROVINCE_OF_CHINA",35.0,12.25,56
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,89,INDIA,33.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,12,THAILAND,29.7,17.82,28
EPX,Travel_Agency,Online,Cancellation_Plan,no,22,SINGAPORE,10.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,13,THAILAND,22.0,7.7,45
EPX,Travel_Agency,Online,Cancellation_Plan,no,7,BANGLADESH,10.0,0.0,43
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,49,PHILIPPINES,35.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,15,INDONESIA,20.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,174,"KOREA,_REPUBLIC_OF",39.0,0.0,36
C2B,Airlines,Online,Annual_Silver_Plan,no,375,SINGAPORE,252.85,63.21,21
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,34,JAPAN,75.0,0.0,35
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,17,GREECE,59.4,35.64,57
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,8,SINGAPORE,20.0,0.0,37
EPX,Travel_Agency,Online,Cancellation_Plan,no,1,SINGAPORE,10.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,15,UNITED_STATES,69.3,41.58,32
EPX,Travel_Agency,Online,Cancellation_Plan,no,2,BANGLADESH,10.0,0.0,26
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,11,INDIA,20.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,9,INDONESIA,30.0,0.0,36
C2B,Airlines,Online,Bronze_Plan,no,6,SINGAPORE,17.55,4.39,37
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,20,NEW_ZEALAND,0.0,47.52,31
JZI,Airlines,Online,Value_Plan,no,20,CHINA,58.0,20.3,46
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,9,MALAYSIA,39.6,23.76,52
JZI,Airlines,Online,Basic_Plan,no,93,"KOREA,_REPUBLIC_OF",35.0,12.25,25
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,25,GEORGIA,112.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,7,MALAYSIA,18.0,6.3,68
EPX,Travel_Agency,Online,Cancellation_Plan,no,47,PHILIPPINES,13.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,7,HONG_KONG,22.0,7.7,61
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,82,ITALY,76.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,106,JAPAN,49.5,29.7,28
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,8,VIETNAM,20.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,37,UNITED_STATES,25.0,0.0,41
EPX,Travel_Agency,Online,Cancellation_Plan,no,2,"KOREA,_REPUBLIC_OF",15.0,0.0,36
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,3,SINGAPORE,20.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,10,AUSTRALIA,44.0,0.0,57
EPX,Travel_Agency,Online,Cancellation_Plan,no,14,JAPAN,0.0,0.0,27
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,yes,95,PHILIPPINES,23.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,129,INDIA,30.0,0.0,36
C2B,Airlines,Online,Silver_Plan,no,20,SINGAPORE,63.5,15.88,39
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,8,INDONESIA,20.0,0.0,36
ADM,Travel_Agency,Online,Value_Plan,no,76,SPAIN,75.0,28.5,22
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,126,AUSTRALIA,99.0,59.4,46
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,106,ITALY,39.6,23.76,33
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,29,AUSTRALIA,99.0,59.4,67
EPX,Travel_Agency,Online,Cancellation_Plan,no,42,"TAIWAN,_PROVINCE_OF_CHINA",18.0,0.0,29
JWT,Airlines,Online,Value_Plan,no,11,INDIA,50.0,20.0,99
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,47,CHINA,38.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,4,VIETNAM,10.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,5,SAUDI_ARABIA,25.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,28,AUSTRALIA,39.6,23.76,23
EPX,Travel_Agency,Online,Cancellation_Plan,no,1,INDONESIA,10.0,0.0,37
EPX,Travel_Agency,Online,Cancellation_Plan,no,16,CHINA,30.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,8,AUSTRALIA,19.8,11.88,56
EPX,Travel_Agency,Online,Cancellation_Plan,no,16,CHINA,10.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,80,AUSTRALIA,59.4,35.64,50
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,49,UNITED_STATES,-69.3,41.58,41
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,55,UNITED_STATES,89.1,53.46,60
EPX,Travel_Agency,Online,Cancellation_Plan,no,35,VIETNAM,10.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,72,INDONESIA,11.0,0.0,28
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,91,HONG_KONG,20.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,6,SINGAPORE,10.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,10,THAILAND,20.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,35,PHILIPPINES,24.0,0.0,35
JWT,Airlines,Online,Value_Plan,no,48,INDIA,62.0,24.8,99
JZI,Airlines,Online,Value_Plan,no,13,THAILAND,33.0,11.55,62
EPX,Travel_Agency,Online,Cancellation_Plan,no,52,"KOREA,_REPUBLIC_OF",44.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,60,THAILAND,16.0,0.0,28
EPX,Travel_Agency,Online,Cancellation_Plan,no,145,SPAIN,26.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,81,UNITED_STATES,62.0,0.0,59
EPX,Travel_Agency,Online,Cancellation_Plan,no,46,UNITED_STATES,43.0,0.0,52
EPX,Travel_Agency,Online,Cancellation_Plan,no,64,KENYA,80.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,21,THAILAND,20.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,32,AUSTRALIA,69.3,41.58,25
C2B,Airlines,Online,Silver_Plan,no,52,SINGAPORE,62.0,15.5,26
C2B,Airlines,Online,Bronze_Plan,no,16,SINGAPORE,0.0,5.0,23
JZI,Airlines,Online,Basic_Plan,no,7,THAILAND,18.0,6.3,49
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,10,"TAIWAN,_PROVINCE_OF_CHINA",46.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,15,AUSTRALIA,29.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,59,FRANCE,59.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,36,UNITED_ARAB_EMIRATES,207.9,124.74,31
C2B,Airlines,Online,Bronze_Plan,no,41,SINGAPORE,17.0,4.25,81
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,26,THAILAND,20.0,0.0,26
JZI,Airlines,Online,Basic_Plan,no,33,CHINA,35.0,12.25,39
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,47,VIETNAM,20.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,60,MALAYSIA,17.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,9,THAILAND,0.0,11.88,61
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,58,SINGAPORE,22.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,13,SINGAPORE,22.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,47,SINGAPORE,26.0,0.0,36
C2B,Airlines,Online,Silver_Plan,no,32,SINGAPORE,62.0,15.5,32
EPX,Travel_Agency,Online,Cancellation_Plan,no,4,THAILAND,10.0,0.0,46
JZI,Airlines,Online,Basic_Plan,no,5,HONG_KONG,26.0,9.1,32
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,24,INDONESIA,20.0,0.0,35
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,12,ITALY,59.4,35.64,57
